"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2003","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Luxembourg","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Luxembourg","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","28 314",""
"2003","Luxembourg","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Luxembourg","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","19 750",""
"2003","Luxembourg","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","27 444",""
"2003","Luxembourg","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","32 295",""
"2003","Luxembourg","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Luxembourg","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","24 223",""
"2003","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","16 617",""
"2003","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","23 413",""
"2003","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","28 242",""
"2003","Hungary","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Hungary","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Malta","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Austria","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Austria","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","18 953",""
"2003","Austria","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Austria","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","14 076",""
"2003","Austria","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 597",""
"2003","Austria","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 290",""
"2003","Austria","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Austria","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","16 427",""
"2003","Austria","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Austria","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","12 477",""
"2003","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13 431",""
"2003","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 375",""
"2003","Poland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Poland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2003","Portugal","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2003","Portugal","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
